Teacher Name;University Currently Teaching;Department;Province University Located;Designation;Terminal Degree;Graduated from;Country;Year;Area of Specialization/Research Interests;Other Information
Imran Asif Memon;"Shaheed Benazir Bhutto University,Shaheed Benazirabad
";Information Technology;Sindh;Research Associate;BS;Quaid-e-Awam University of Engineering, Science & Technology;Pakistan;;;MS in progress from QUEST
Umair Ramzan Sheikh;"Shaheed Benazir Bhutto University,Shaheed Benazirabad
";Information Technology;Sindh;Lecturer;BS;Quaid-e-Awam University of Engineering, Science & Technology;Pakistan;;;MS in progress from QUEST
MUHAMMAD SALEEM CHANDIO;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Professor/Director & Registrar;PhD;Swansea;UK;2002;;
RIAZ AHMED MEMON;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Professor;PhD;University of Shanghai for Science and Technology;China;1993;Mathematics;
ABDUL SATTAR SOOMRO;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Professor;Post Doc;Griffith University,Nathan Campus;Australia;2005;;
ABDUL GHAFOOR MEMON;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Professor;Post Doc;;Canada;;Distributed Applications,Systems Management,Policy-Based Management,QoS Management,Autonomic Computing,Cloud Computing,Big Data Virtualization,Resource Management,Context-Aware Applications,Web developer with System analysis and Web site Design and application integration.;
SHAIKH ABDUL WASIM;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Professor;PhD;;China;2006;;
AYAZ KEERIO;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Professor;PhD;University of Sussex;UK;2011;Digital Signal Processing,Speech Recognition and Synthesis systems,Computer Networks.;
JALBANI SHAMSUDDIN;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Assistant Professor;MS;Sindh University;Pakistan;1985;;
BALOCH MUJEEB-U-REHMAN MAREE;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Professor;PhD;;China;2006;;
SOOMRO ABDUL KARIM;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Assistant Professor;MSc;Sindh University;Pakistan;1987;;
MEMON FIAZ AHMED;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Assistant Professor;MSc;Sindh University;Pakistan;;;
HUSSAINI NAZISH NAWAZ;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Assistant Professor;Mphil;Sindh University;Pakistan;2008;;
ZAIN-UL-ABDIN KHUHRO;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Professor;PhD;University of Essex;UK;2011;Bioinformatics,Structural biology,Graph theory,Operations Research;
MALLAH MUHAMMAD RAFIQUE;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Assistant Professor;MSc;Sindh University;Pakistan;;;
FARHAT NAUREEN MEMON;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Associate Professor;PhD;University of Essex;UK;2012;;
HYDER ALI NIZAMANI;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Associate Professor;PhD;University of Leicester;UK;2012;;
QURAT UL AIN NIZAMANI;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Associate Professor;PhD;University of Leicester;UK;2012;;
NOOR JEHAN RAJPER;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Assistant Professor;PhD;University of Leicester;UK;2012;;
IMTIAZ ALI KOREJO;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Associate Professor;PhD;University of Leicester;UK;2012;;
YASIR ARFAT MALKANI;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Associate Professor;PhD;University of Sussex;UK;2011;Pervasive Computing,secure device/service discovery, activity recognition and access control mechanisms using proximity/sensors' data, policy-based systems, context-awareness and adaptation mechanisms,sensor networks, wireless networks (including WiFi, Bluetooth, WiMAX, etc), and solutions to various issues in distributed and pervasive computing systems through the integration of tools and techniques from distinct disciplines/areas.  ;
AFTAB AHMED CHANDIO;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Assistant Professor;PhD;Chinese Academy of Sciences;China;2016;resource management, job scheduling strategies, energy efficiency, and workload characterization for performance optimization of parallel and distributed systems such as cloud computing, and location-based services i.e., map-matching strategy for GPS trajectories;
FIDA HUSSAIN CHANDIO;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Associate Professor;Post Doc;International Islamic University,Islamabad;Malaysia;2015;computing and information systems domain.;
NANGRAJ ABDUL REHMAN;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Lecturer;BS;Sindh University;Pakistan;2005;;
BROHI KAMRAN;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Lecturer;MSc;Sindh University;Pakistan;;;
UNAR KULSOOM SAIMA;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Lecturer;Mphil;Sindh University;Pakistan;2015;;
BULEDI ASADULLAH;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Lecturer;BS;Sindh University;Pakistan;2007;;
SOOMRO ASIA KHATOON;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Lecturer;;;;;;
KASHIF MEMON;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Lecturer;MS;Sindh University;Pakistan;2015;;
ZUBAIR AHMED KALHORO;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Lecturer;PhD;Xiamen university;China;2016;Numerical linear algebra,Matrix Computation,Numerical Analysis;
SYEDA HIRA FATIMA NAQVI;University of Sindh;Institute of Mathematics & Computer Science;Sindh;Lecturer;B.Ed;Sindh University;Pakistan;2012;;Phil leading to Ph.D. (Course Work 4 CGPA) from University of Sindh
Hasina Khatoon;FAST(Karachi);Computer Science;Sindh;Professor;PhD;NED University of Engineering And Technology;Pakistan;; High Performance Computing with special emphasis on new and emerging architectures including multicore processors;
Jawad Ahmed Shamsi;FAST(Karachi);Computer Science;Sindh;Professor;PhD;Wayne State University;USA;2009;;
Muhammad Atif Tahir;FAST(Karachi);Computer Science;Sindh;Professor;PhD;The Queens University of Belfast;UK;2006;Machine Learning & Combinatorial Optimization Techniques with applications in image / video retrieval, cancer classification, surface inspection, bioinformatics, multi-label classification, and face recognition;
Zulfiqar Ali Memon;FAST(Karachi);Computer Science;Sindh;Associate Professor;PhD;Vrije University, Amsterdam;Netherland;2010;;
Fahad Samad;FAST(Karachi);Computer Science;Sindh;Assistant Professor;PhD;RWTH Aachen University;Germany;2011;;
Farooque Hassan Kumbhar;FAST(Karachi);Computer Science;Sindh;Assistant Professor;PhD;Sungkyunkwan University;South Korea;2017;Network Security and Data Security, Name Data Network or Content Centric Network, Security and Privacy isssues in MANET or Ad hoc computing, Internet of Things, Machine-to-Machine and Device-to-Device Communications, Wireless Communications (4G, 5G, etc. ), Optimization;
Jalaluddin Qureshi;FAST(Karachi);Computer Science;Sindh;Assistant Professor;PhD;Nanyang Tech University;Singapore;2014;Error Correction Coding, Optimization Wireless Routing, Mathematical analysis of transmission networks, Evolutionary computation, Applied Machine Learning;
Sufian Hameed;FAST(Karachi);Computer Science;Sindh;Assistant Professor;PhD;RWTH Aachen University;Germany;2012;;
Syed Tahir Qasim;FAST(Karachi);Computer Science;Sindh;Assistant Professor;PhD;Universite d'Evry Val d'Essonne;France;2011;;
Ubaid Aftab;FAST(Karachi);Computer Science;Sindh;Adjunct Professor;MS;Monash University;Australia;2005;;
Abdul Aziz;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MS;Hamdard University;Pakistan;2006;Disaster Management, Information Systems, Geo Informatics, Social Informatics, Urban Planning, Image Processing;
Abdul Rahman;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MS;Sir Syed University of Engineering and Technology;Pakistan;2004;"Elliptic Curve Cryptography, Embedded OS, Quality Assurance & Software Engineering, Open source technology, Databases, Vocational trainings for intellectually challenged
";
Atika Burni;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MBA;Hamdard University;Pakistan;2000;;
Faraz Idris Khan;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MS;Kyung Hee University;South Korea;2008;;
Farrukh Hasan Syed;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MS;Institute of Business Administration;Pakistan;2011;;
Khalid Iqbal Soomro;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MS;New York Institute of Technology;USA;1983; Computer Hardware, Computer Architecture, Mass-Storage devices (Winchester, Flash and Solid-State Drives.);
Mohammad Rafi;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MS;Shaheed Zulfikar Ali Bhutto Institute of Science and Technology;Pakistan;2007;Data Communication, Computer Network, Algorithms development, Programming languages and Machine learning.;
Muhammad Shahzad;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MS;Fedral Urdu University;Pakistan;2012;;
Nadeem Kafi Khan;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MS;Hamdard University;Pakistan;2007;;
Nauman Atique;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MS;Hamdard University;Pakistan;2008;;
Nouman Durrani;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MS;Hamdard University;Pakistan;2007;;
Shahbaz Akhtar Siddqui;FAST(Karachi);Computer Science;Sindh;Assistant Professor;MS;Hamdard University;Pakistan;2014;;
Ahsan Shah;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;Ghulam Ishaq Khan Institute of Science and Technology;Pakistan;2017;Data Mining, Machine Learning, Brain Computer Interface (BCI), Intelligent Transportation Systems;
Amber Yaseen Khan;FAST(Karachi);Computer Science;Sindh;Lecturer;BE;NED University of Engineering And Technology;Pakistan;2011;;
Anum Qureshi;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;Mehran University of Engineering & Technology;Pakistan;2014;Big Data Security, Deep Learning,Algorithms;
Behraj Khan;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;FAST– National University of Computer and Emerging Sciences;Pakistan;2014;;
Faiza Sattar;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;NED University of Engineering And Technology;Pakistan;2015;Software Engineering, Data Mining, Image Processing;
Javeria Farooq;FAST(Karachi);Computer Science;Sindh;Lecturer;BS;Bahria University;Pakistan;2012;;
Mahwish Amjad;FAST(Karachi);Computer Science;Sindh;Lecturer;BE;NED University of Engineering And Technology;Pakistan;2011;;
Muhammad Danish Khan;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;ISRA University;Pakistan;2015;VANETs, Databases, Data Mining, IoT, Natural Language Processing;
Murk Marvi;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;Mehran University of Engineering & Technology;Pakistan;2015;;
Naila Shah;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;University of Kent;UK;2006;;
Nausheen Shoaib;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;Hamdard University;Pakistan;2013;;
Sehrish Hina;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;Bahauddin Zakariya University;Pakistan;2014;;
Shahar Bano Husnine;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;FAST– National University of Computer and Emerging Sciences;Pakistan;2007;;
Shoaib Raza;FAST(Karachi);Computer Science;Sindh;Lecturer;BS;University of Karachi;Pakistan;2012;;
Subhash Sagar;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;South Asian University;Pakistan;2016;;
Syeda Rubab Manzar;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;National University of Sciences and Technology;Pakistan;2009;Software Engineering, Database Systems, Algorithms;
Tania Iram;FAST(Karachi);Computer Science;Sindh;Lecturer;BS;Bahauddin Zakariya University;Pakistan;2000;;
Zeeshan Khan;FAST(Karachi);Computer Science;Sindh;Lecturer;MS;Capital University of Science and Technology;Pakistan;2015;;
S.M. Aqil Burney;University of Karachi;Computer Science;Sindh;Professor;PhD;;UK;;Artificial Intelligence, Software Engineering, Optimization;
Dr. M. Sadiq Ali Khan;University of Karachi;Computer Science;Sindh;Associate Professor;PhD;;UK;;;
Dr. Nadeem Mahmood;University of Karachi;Computer Science;Sindh;Associate Professor;Post Doc;International Islamic University,Islamabad;Malaysia;;Temporal and Spatial Database Systems, Artificial Intelligence, Health Information Systems, Software Engineering ;
Mr. Badar Sami;University of Karachi;Computer Science;Sindh;Assistant Professor;MCS;University of Karachi;Pakistan;;Languages, Software Development, Information Mgmt & Operating Systems ;PhD candidate
Mr. Syed Jamal Hussain;University of Karachi;Computer Science;Sindh;Assistant Professor;MCS;University of Karachi;Pakistan;;Languages, Data Mining, Data Modeling ;
Dr. Tahseen Ahmed Jilani;University of Karachi;Computer Science;Sindh;Assistant Professor;PhD;University of Karachi;Pakistan;;Soft Computing, Data Mining, Fuzzy Set Theory ;
Dr. Muhammad Saeed;University of Karachi;Computer Science;Sindh;Assistant Professor;PhD;University of Karachi;Pakistan;;Operating Systems, Networking, Parallel Computing ;
Mr. Hussain Saleem;University of Karachi;Computer Science;Sindh;Assistant Professor;MS;University of Karachi;Pakistan;;Software Project Management, Software Configuration Management;PhD candidate
Mr. S. M. Khalid Jamal;University of Karachi;Computer Science;Sindh;Assistant Professor;Mphil;;;;Databases & DBMS, Grid/Cloud Computing, Data / Text / Web Mining & Knowledge Discovery, MIS, Information Extraction / Integration, Big Data Analytics, Social Media / Network Analysis ;PhD candidate
Mr. Syed Asim Ali;University of Karachi;Computer Science;Sindh;Assistant Professor;M.A;University of Karachi;Pakistan;;;PhD candidate
Mr. Farhan Ahmed Siddiqui;University of Karachi;Computer Science;Sindh;Assistant Professor;MS;;;;Computer Networks & Communication, WSN, Programming & OOP, Financial Accounting / Management ;PhD candidate
Dr. Humera Tariq;University of Karachi;Computer Science;Sindh;Assistant Professor;PhD;University of Karachi;Pakistan;;Computer Graphics, Image Processing, Discrete Mathematics ;
Dr. Zain Abbas (F.S.L.);University of Karachi;Computer Science;Sindh;Assistant Professor;PhD;University of Karachi;Pakistan;;;
Mr. Muhammad Sajid (F.S.L) ;University of Karachi;Computer Science;Sindh;Lecturer;;;;;;
Ms. Shaista Rais;University of Karachi;Computer Science;Sindh;Lecturer;;;;;;
Ms. Humera Bashir;University of Karachi;Computer Science;Sindh;Lecturer;;;;;;
Ms. Madiha Khurram;University of Karachi;Computer Science;Sindh;Lecturer;;;;;;
Mr. Taha Bin Niaz;University of Karachi;Computer Science;Sindh;Lecturer;M.Eng;NED University of Engineering And Technology;Pakistan;;;
Ms. Maryam Feroz;University of Karachi;Computer Science;Sindh;Lecturer;MS;Institute of Business Administration;Pakistan;;;
Najmi Ghani Haider.;NED,UET;Computer Science;Sindh;Professor/Chairman;PhD;Brunel University;UK;;Machine Learning, Robust Speech Recognition, Image Processing.;
Sohail Abdul Sattar.;NED,UET;Computer Science;Sindh;Professor/Co-Chairman;PhD;NED University of Engineering And Technology;Pakistan;;Computer Vision, Image Processing and Computational Linguistics.;
Sh. Muhammad Wahabuddin Usmani.;NED,UET;Computer Science;Sindh;Associate Professor;PhD;NED University of Engineering And Technology;Pakistan;;Software Development Methodologies.;
Najeed Ahmed Khan.;NED,UET;Computer Science;Sindh;Associate Professor;PhD;University of Leeds;UK;;Computer Vision.;
